"","losses","counter"
"0","2.3323626518249","0"
"1","2.3133985996246","640"
"2","2.3120813369751","1280"
"3","2.3039436340332","1920"
"4","2.3163084983826","2560"
"5","2.3241057395935","3200"
"6","2.3024604320526","3840"
"7","2.2913429737091","4480"
"8","2.2955751419067","5120"
"9","2.3012256622314","5760"
"10","2.3088028430939","6400"
"11","2.2868375778198","7040"
"12","2.2953355312347","7680"
"13","2.3044338226318","8320"
"14","2.2982633113861","8960"
"15","2.3033475875854","9600"
"16","2.3059415817261","10240"
"17","2.3055727481842","10880"
"18","2.2968196868896","11520"
"19","2.2999219894409","12160"
"20","2.2969012260437","12800"
"21","2.2973227500916","13440"
"22","2.3003401756287","14080"
"23","2.3073210716248","14720"
"24","2.3016982078552","15360"
"25","2.3030548095703","16000"
"26","2.3070197105408","16640"
"27","2.3071706295013","17280"
"28","2.3040068149567","17920"
"29","2.3074429035187","18560"
"30","2.3003804683685","19200"
"31","2.3022167682648","19840"
"32","2.3012239933014","20480"
"33","2.3019959926605","21120"
"34","2.2999355792999","21760"
"35","2.3025443553924","22400"
"36","2.3002734184265","23040"
"37","2.3065700531006","23680"
"38","2.3006715774536","24320"
"39","2.3026549816131","24960"
"40","2.3014767169952","25600"
"41","2.3043797016144","26240"
"42","2.3023962974548","26880"
"43","2.3002955913544","27520"
"44","2.3034517765045","28160"
"45","2.3023886680603","28800"
"46","2.2945592403412","29440"
"47","2.3029613494873","30080"
"48","2.3009498119354","30720"
"49","2.3069112300873","31360"
"50","2.3122227191925","32000"
"51","2.3067817687988","32640"
"52","2.3023533821106","33280"
"53","2.3053925037384","33920"
"54","2.304283618927","34560"
"55","2.3063201904297","35200"
"56","2.3072264194488","35840"
"57","2.301192522049","36480"
"58","2.3044822216034","37120"
"59","2.304304599762","37760"
"60","2.3004448413849","38400"
"61","2.3017449378967","39040"
"62","2.308825969696","39680"
"63","2.3003852367401","40320"
"64","2.3022837638855","40960"
"65","2.3021011352539","41600"
"66","2.3008162975311","42240"
"67","2.3072350025177","42880"
"68","2.3022818565369","43520"
"69","2.3014795780182","44160"
"70","2.3054282665253","44800"
"71","2.3018617630005","45440"
"72","2.3019902706146","46080"
"73","2.3022413253784","46720"
"74","2.2995920181274","47360"
"75","2.3017425537109","48000"
"76","2.3022308349609","48640"
"77","2.3007082939148","49280"
"78","2.3018119335174","49920"
"79","2.3061168193817","50000"
"80","2.3011841773987","50640"
"81","2.3023109436035","51280"
"82","2.3007073402405","51920"
"83","2.3057494163513","52560"
"84","2.3002495765686","53200"
"85","2.3034820556641","53840"
"86","2.2993106842041","54480"
"87","2.304101228714","55120"
"88","2.3012146949768","55760"
"89","2.3008301258087","56400"
"90","2.300822019577","57040"
"91","2.307097196579","57680"
"92","2.3014471530914","58320"
"93","2.3019449710846","58960"
"94","2.3043036460876","59600"
"95","2.2985336780548","60240"
"96","2.3002197742462","60880"
"97","2.2968416213989","61520"
"98","2.3039610385895","62160"
"99","2.3016774654388","62800"
"100","2.3014373779297","63440"
"101","2.2943513393402","64080"
"102","2.3047389984131","64720"
"103","2.3007643222809","65360"
"104","2.3031387329102","66000"
"105","2.2995347976684","66640"
"106","2.2996296882629","67280"
"107","2.3023998737335","67920"
"108","2.296884059906","68560"
"109","2.2978343963623","69200"
"110","2.2973585128784","69840"
"111","2.2907955646515","70480"
"112","2.2955863475799","71120"
"113","2.3023602962494","71760"
"114","2.2939209938049","72400"
"115","2.2848579883575","73040"
"116","2.2781836986542","73680"
"117","2.2965302467346","74320"
"118","2.2740221023559","74960"
"119","2.2701687812805","75600"
"120","2.2617611885071","76240"
"121","2.2893118858337","76880"
"122","2.2290019989014","77520"
"123","2.2553658485412","78160"
"124","2.3176262378693","78800"
"125","2.2096464633942","79440"
"126","2.1766912937164","80080"
"127","2.1947276592255","80720"
"128","2.129447221756","81360"
"129","2.2309041023254","82000"
"130","2.2458119392395","82640"
"131","2.1415917873383","83280"
"132","2.1890201568603","83920"
"133","2.1702136993408","84560"
"134","2.2599427700043","85200"
"135","2.0932128429413","85840"
"136","2.1508421897888","86480"
"137","2.3150255680084","87120"
"138","2.1311771869659","87760"
"139","2.2529559135437","88400"
"140","2.109662771225","89040"
"141","2.2094795703888","89680"
"142","2.125501871109","90320"
"143","2.163224697113","90960"
"144","2.2850487232208","91600"
"145","2.1409206390381","92240"
"146","2.0858433246612","92880"
"147","1.9702590703964","93520"
"148","2.1113064289093","94160"
"149","2.1941757202148","94800"
"150","2.251366853714","95440"
"151","2.227196931839","96080"
"152","2.0698280334473","96720"
"153","2.1782431602478","97360"
"154","2.2237496376037","98000"
"155","2.1876389980316","98640"
"156","2.1590385437012","99280"
"157","2.1559753417969","99920"
